,conversation_id,created_at,date,timezone,place,tweet,hashtags,user_id,username,name,link,nlikes,nreplies,nretweets,geo
8250,1592716647231807488,2022-11-16 08:39:49,2022-11-16 08:39:49+00:00,0,,@Saham_fess Reksadana aja gak sih? Atau invest org buka usaha tinggal buat perjanjian di atas. Apalagi jajanan korea dan dengan nilai segitu bisa modal franchise,[],1024145839,adielpracahyo,Adiel,https://twitter.com/adielpracahyo/status/1592799588830048258,1,2,0,
8251,1592799571071348736,2022-11-16 08:39:45,2022-11-16 08:39:45+00:00,0,,"Sudah mau tanggal 18 November 2022, kalian masuk #TimJual atau #TimTahan saham @gojekindonesia   Coba sini mana suaranya 🚀🚀🚀","['timjual', 'timtahan']",1131251203357065216,GojekOnTwitt,••• BORN TO RIDE •••,https://twitter.com/GojekOnTwitt/status/1592799571071348736,3,10,1,
8252,1592795891588419584,2022-11-16 08:39:18,2022-11-16 08:39:18+00:00,0,,@Saham_fess hari ini goto bukannya close 218 ya ? jadi kalau sellnya pas preclosing ga bisa selain 218,[],1197144484120686592,Luzard6,Luzard,https://twitter.com/Luzard6/status/1592799457812566016,0,0,0,
8253,1592334904976711680,2022-11-16 08:39:06,2022-11-16 08:39:06+00:00,0,,"@detikcom Bingung mode on, mereka kan ditipu krn akadnya adalah investasi. Lalu yg maen di pasar saham gimana dunk..🥱🤷‍♂️",[],1199583026906140672,PaijoeSantoz,Paijoe Santoz,https://twitter.com/PaijoeSantoz/status/1592799408152010752,0,0,0,
8254,1592716647231807488,2022-11-16 08:38:54,2022-11-16 08:38:54+00:00,0,,"@Saham_fess Klo niatnya invest, ya di avg down... Klo trading ya saat -7% harus tega CL..  Nahan porto merah itu mengganggu psikologis dan mengikis percaya diri",[],436890469,erwanice,Erwan,https://twitter.com/erwanice/status/1592799359938109440,2,0,1,
8255,1592799243118735360,2022-11-16 08:38:26,2022-11-16 08:38:26+00:00,0,,Mahasiswa korban penipuan investasi fiktif hingga terjerat pinjol di Bogor bertambah jadi 333 orang!  https://t.co/uuekJwYJI1,[],69183155,detikcom,detikcom,https://twitter.com/detikcom/status/1592799243118735360,8,0,5,
8256,1592547103435550720,2022-11-16 08:38:19,2022-11-16 08:38:19+00:00,0,,@pemegangsaham_ kamu kan pemegang saham. kita direksi,[],1316397919101042688,benkatsu96,Benjingan🦮,https://twitter.com/benkatsu96/status/1592799213242703872,0,0,0,
8257,1592799184008409088,2022-11-16 08:38:12,2022-11-16 08:38:12+00:00,0,,Fery paulus kaga sepenuhnya mundur krn saham die di persija masih ade,[],599353537,priboemijakarta,Inlander³⁷⁸,https://twitter.com/priboemijakarta/status/1592799184008409088,0,0,0,
8258,1592547721331851264,2022-11-16 08:37:44,2022-11-16 08:37:44+00:00,0,,@ladymarquee iya bener 🤪 tp ada kemungkinan jd investasi bodong sih wkwkwkwk,[],391499021,mainyuyeo,eggy,https://twitter.com/mainyuyeo/status/1592799065741611008,0,0,0,
8259,1592799036872040448,2022-11-16 08:37:37,2022-11-16 08:37:37+00:00,0,,CPI Luncurkan Fasilitas Akselerator Investasi PLTS Atap di BNEF Summit Bali via @LiatBeritaNews  https://t.co/OKaRzbYNKF,[],1359566092109180928,LiatBeritaNews,Liat Berita News,https://twitter.com/LiatBeritaNews/status/1592799036872040450,0,0,0,
8260,1592791932446846976,2022-11-16 08:37:09,2022-11-16 08:37:09+00:00,0,,Kelas ini bisa gratis kalau ikutan ini   https://t.co/g55TJTAEN7,[],1260798424393211904,TradingDiary2,"Chart Investor (Saham IHSG, USA and Crypto market)",https://twitter.com/TradingDiary2/status/1592798918727045127,0,0,0,
8261,1592798900704137216,2022-11-16 08:37:05,2022-11-16 08:37:05+00:00,0,,Mantap Indonesia menjadi pasar Investasi Terbaik #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur KAMI HADIR MENDUKUNG  https://t.co/ULiHULJwAx,"['jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",1583782443852730368,BogdanovaMiro12,Onicroots,https://twitter.com/BogdanovaMiro12/status/1592798900704137216,0,0,0,
8262,1592513435342114816,2022-11-16 08:36:20,2022-11-16 08:36:20+00:00,0,,"@syaifllh_s @Persija_Jkt Sama, mesti mundur dan lepas saham semuanya. Atau mungkin anak papahnya banyak Wkwk",[],288621654,imfaruslan,Imam Faisal Ruslan,https://twitter.com/imfaruslan/status/1592798714456076288,0,1,0,
8263,1592716634841829376,2022-11-16 08:36:15,2022-11-16 08:36:15+00:00,0,,@dyaz_ningrat Ara yaaaa? 🤣🤣,[],1260798424393211904,TradingDiary2,"Chart Investor (Saham IHSG, USA and Crypto market)",https://twitter.com/TradingDiary2/status/1592798693073506304,0,0,0,
8264,1592776385869017088,2022-11-16 08:35:35,2022-11-16 08:35:35+00:00,0,,@pamungkas_jra @Saham_fess klo dh kaya gini ga mungkin naik lgi kah?,[],1240115566783770624,selenophilll,urfutures,https://twitter.com/selenophilll/status/1592798523527135232,0,1,0,
8265,1592798415033110528,2022-11-16 08:35:09,2022-11-16 08:35:09+00:00,0,,'Fursa Sukuk' ni hatifungani ya kipekee na ya tofauti kabisa na hatifungani nyingine.  #kcbbanktz  #PartnerKwaGround #BankBilaRiba  https://t.co/d7qrW2A99v,"['kcbbanktz', 'partnerkwaground', 'bankbilariba']",3375508024,KCBBankTZ,KCB Bank Tanzania,https://twitter.com/KCBBankTZ/status/1592798415033110528,1,0,0,
8266,1592794170451963904,2022-11-16 08:35:01,2022-11-16 08:35:01+00:00,0,,"Demikian Pidato Presiden Jokowi saat menutup rangkaian G20 Indonesia di Bali. Puji Syukur, Indonesia sukses menyelenggarakan rangkaian G20 di tengah ketidakpastian global.   #KTTG20DeklarasiBali  Indonesia Sukses G20",['kttg20deklarasibali'],2989211223,kemenkomarves,Kemenko Bidang Kemaritiman dan Investasi,https://twitter.com/kemenkomarves/status/1592798379670921217,0,0,0,
8267,1592798368820084736,2022-11-16 08:34:58,2022-11-16 08:34:58+00:00,0,,Kepri Kejar Target Investasi 2 Miliar Dolar AS di Bintan  https://t.co/0WcuEzvtXb,[],1142137706840875008,aktualofficial,Aktual Official,https://twitter.com/aktualofficial/status/1592798368820084736,0,0,0,
8268,1592798312725291008,2022-11-16 08:34:50,2022-11-16 08:34:50+00:00,0,,Ketimpangan ini harus segera kita perbaiki. G20 harus dapat memobilisasi investasi untuk membangun infrastruktur yang terjangkau bagi semua. #KTTG20LangkahNyata Dorong Ekonomi Dunia,['kttg20langkahnyata'],925221756276686848,diskominfosumut,DINAS KOMINFO SUMUT,https://twitter.com/diskominfosumut/status/1592798335190315009,0,1,0,
